2015-05-21 05:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;142;25;	9;100;5582;	10;100;0;	12;100;19;	192;100;247;	193;100;247;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 05:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;142;25;	9;100;5583;	10;100;0;	12;100;19;	192;100;247;	193;100;247;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 06:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;142;25;	9;100;5583;	10;100;0;	12;100;19;	192;100;247;	193;100;247;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 06:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;142;25;	9;100;5584;	10;100;0;	12;100;19;	192;100;247;	193;100;247;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 07:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;142;25;	9;100;5584;	10;100;0;	12;100;19;	192;100;247;	193;100;247;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 07:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5585;	10;100;0;	12;100;19;	192;100;247;	193;100;247;	194;222;154620330011;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 08:24:51;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5585;	10;100;0;	12;100;19;	192;100;247;	193;100;247;	194;214;154620330012;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 08:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5586;	10;100;0;	12;100;19;	192;100;247;	193;100;247;	194;214;154620330012;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 09:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5586;	10;100;0;	12;100;19;	192;100;247;	193;100;247;	194;214;154620330012;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 09:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5587;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;206;154620330013;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 10:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5587;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;206;154620330013;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 10:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5588;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;200;154620330014;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 11:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5588;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;200;154620330014;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 11:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5589;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;200;154620330014;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 12:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5589;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;206;154620330013;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 12:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5590;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;206;154620330013;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 13:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5590;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;200;154620330014;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 13:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5591;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;200;154620330014;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 14:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5591;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;200;154620330014;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 14:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5592;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;200;154620330014;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 15:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5592;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;206;154620330013;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 15:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5593;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;200;154620330014;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 16:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5593;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;200;154620330014;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 16:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5594;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;200;154620330014;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 17:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5594;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;206;154620330013;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 17:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5595;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;206;154620330013;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 18:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5595;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;206;154620330013;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 18:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5596;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;214;154620330012;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 19:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5596;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;214;154620330012;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 19:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5597;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;222;154620330011;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 20:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5597;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;222;154620330011;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 20:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5598;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;222;154620330011;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 21:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5598;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 21:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5599;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 22:24:51;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5599;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 22:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5600;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 23:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5600;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-21 23:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5601;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 00:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5601;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 00:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5602;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 01:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5602;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 01:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5603;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 02:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5603;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 02:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5604;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 03:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5604;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 03:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5605;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 04:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5605;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 04:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5606;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 05:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5606;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 05:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5607;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 06:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5607;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 06:54:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5608;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 07:24:52;	1;100;0;	2;136;80;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5608;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;230;154620330010;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 07:54:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5609;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;222;154620330011;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 08:24:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5609;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;222;154620330011;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 08:54:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5610;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;222;154620330011;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 09:24:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5610;	10;100;0;	12;100;19;	192;100;248;	193;100;248;	194;214;154620330012;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 09:54:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5611;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;214;154620330012;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 10:24:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5611;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;206;154620330013;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 10:54:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5612;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;206;154620330013;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 11:24:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5612;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;206;154620330013;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 11:54:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5613;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;206;154620330013;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 12:24:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5613;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;200;154620330014;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 12:54:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5614;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;200;154620330014;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 13:24:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5614;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;200;154620330014;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 13:54:51;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5615;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;200;154620330014;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 14:24:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5615;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;200;154620330014;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 14:54:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5616;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;200;154620330014;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 15:24:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5616;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;200;154620330014;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 15:54:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5617;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;200;154620330014;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 16:24:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5617;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;200;154620330014;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 16:54:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5618;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;206;154620330013;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 17:24:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5618;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;206;154620330013;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 17:54:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5619;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;206;154620330013;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 18:24:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5619;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;214;154620330012;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 18:54:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5620;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;214;154620330012;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 19:24:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5620;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;214;154620330012;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 19:54:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5621;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;214;154620330012;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 20:24:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5621;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;222;154620330011;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 20:54:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5622;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;222;154620330011;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 21:24:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5622;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;222;154620330011;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 21:54:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5623;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;222;154620330011;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
2015-05-22 22:24:52;	1;100;0;	2;137;79;	3;143;38682362306;	4;100;19;	5;100;0;	7;100;0;	8;140;26;	9;100;5623;	10;100;0;	12;100;19;	192;100;249;	193;100;249;	194;222;154620330011;	196;100;0;	197;100;0;	198;100;0;	199;200;0;
